Critic_Count,Critic_Score,Developer,EU_Sales,Genre,Global_Sales,JP_Sales,NA_Sales,Name,Number_of_Records,Other_Sales,Publisher,Rating,User_Count,User_Score,Year_of_Release
0,0,Natsume,0K,Misc,40000,0K,0K,Cheer We Go!,1,0K,Natsume,E,0,0,2010
4,3.6,Longtail Studios,0K,Adventure,60000,0K,0K,Grey's Anatomy: The Video Game,1,0K,Ubisoft,T,24,5.7,2009
0,0,Namco Bandai Games,0K,Action,40000,0K,0K,World Trigger: Borderless Mission,1,0K,Namco Bandai Games,E,0,0,2015
0,0,Electronic Arts Victor,0K,Action,40000,0K,0K,Assault Rigs,1,0K,Electronic Arts Victor,RP,0,0,1996
0,0,Namco Bandai Games,0K,Action,40000,0K,0K,Yes! PreCure 5,1,0K,Namco Bandai Games,E,0,0,2007
24,6.4,Bohemia Interactive,0K,Shooter,40000,0K,0K,Operation Flashpoint: Elite,1,0K,Codemasters,T,27,8.3,2005
0,0,Red Storm Entertainment,0K,Action,40000,0K,0K,"Roswell Conspiracies: Aliens, Myths & Legends",1,0K,Red Storm Entertainment,T,0,0,2001
0,0,Nintendo,0K,Misc,40000,0K,0K,Sekai no Gohan Shaberu! DS Oryouri Navi,1,0K,Nintendo,E,0,0,2008
20,7.8,KCEJ,0K,Role-Playing,40000,0K,0K,Boktai 2: Solar Boy Django,1,0K,Konami Digital Entertainment,T,11,8.5,2004
0,0,Tecmo Koei,0K,Strategy,40000,0K,0K,Angelique Duet,1,0K,Tecmo Koei,RP,0,0,1998
0,0,Tecmo Koei,0K,Simulation,40000,0K,0K,Nobunaga's Ambition (3DS),1,0K,Tecmo Koei,RP,0,0,2013
0,0,Rising Star Games,0K,Puzzle,40000,0K,0K,Jewel Master: Cradle Of Rome 2,1,0K,Rising Star Games,E,0,0,2011
0,0,Media Works,0K,Misc,40000,0K,0K,Shin Fortune Quest: Sokutaku no Kishi,1,0K,Media Works,RP,0,0,1996
0,0,Codemasters,0K,Racing,40000,0K,0K,TOCA Race Driver 2,1,0K,Codemasters,T,6,8.3,2004
0,0,Big Ben Interactive,0K,Sports,40000,0K,0K,My Body Coach,1,0K,Big Ben Interactive,RP,0,0,2009
0,0,Sony Computer Entertainment,0K,Puzzle,40000,0K,0K,I.Q. Remix+: Intelligent Qube,1,0K,Sony Computer Entertainment,RP,0,0,2000
0,0,Atlus,0K,Role-Playing,40000,0K,0K,Growlanser,1,0K,Atlus,T,0,0,2009
0,0,FuRyu,0K,Misc,40000,0K,0K,Card Fight!! Vanguard G: Stride to Victory!!,1,0K,FuRyu,T,0,0,2016
0,0,Ubisoft,0K,Misc,40000,0K,0K,Trollz: Hair Affair!,1,0K,Ubisoft,E10+,0,0,2005
0,0,Paon,0K,Misc,40000,0K,0K,Daito Giken Koushiki Pachi-Slot Simulator: Shake II,1,0K,Paon,RP,0,0,2007
0,0,Virgin Interactive,0K,Misc,40000,0K,0K,Grand Slam,1,0K,Virgin Interactive,RP,0,0,1997
0,0,Namco Bandai Games,0K,Action,40000,0K,0K,Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,1,0K,Namco Bandai Games,E,0,0,2009
0,0,Playmore,0K,Fighting,40000,0K,0K,The King of Fighters 2000,1,0K,Playmore,RP,0,0,2002
0,0,Compile Heart,0K,Action,40000,0K,0K,Hyperdimension Neptunia mk2,1,0K,Compile Heart,T,0,0,2014
23,6.9,Success,0K,Role-Playing,40000,0K,0K,The Dark Spire,1,0K,Success,E10+,21,7.7,2008
0,0,Kadokawa Shoten,0K,Adventure,40000,0K,0K,D.C.F.S.: Da Capo Four Seasons,1,0K,Kadokawa Shoten,RP,0,0,2005
20,7.25,Pendulo Studios,0K,Adventure,60000,0K,0K,Runaway: A Twist of Fate,1,0K,Focus Home Interactive,T,40,8.2,2009
0,0,Konami Digital Entertainment,0K,Adventure,40000,0K,0K,Hanayori Danshi: Koi Seyo Onago,1,0K,Konami Digital Entertainment,RP,0,0,2008
0,0,Nippon Ichi Software,0K,Action,40000,0K,0K,Refrain no Chika Meikyuu to Majo no Ryodan,1,0K,Nippon Ichi Software,T,0,0,2016
0,0,Nintendo,0K,Misc,40000,0K,0K,Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,1,0K,Nintendo,E,0,0,2009
0,0,Sega,0K,Platform,40000,0K,0K,Sonic the Hedgehog 2 (8-bit),1,0K,Sega,T,0,0,1992
74,7.1,Rebellion,0K,Shooter,60000,0K,0K,Rogue Trooper,1,0K,Eidos Interactive,T,20,8.35,2006
4,3.7,Humongous Entertainment,0K,Sports,40000,0K,0K,Backyard Baseball '09,1,0K,Atari,E,5,7.8,2008
0,0,Sony Computer Entertainment,0K,Misc,40000,0K,0K,Doko Demo Issho: Let's Gakkou!,1,0K,Sony Computer Entertainment,RP,0,0,2006
0,0,Zoo Digital Publishing,0K,Misc,40000,0K,0K,M&M's Beach Party,1,0K,Zoo Digital Publishing,RP,0,0,2009
0,0,Idea Factory,0K,Adventure,40000,0K,0K,B's-LOG Party♪,1,0K,Idea Factory,T,0,0,2010
18,8.2,WayForward,0K,Platform,40000,0K,0K,Shantae and the Pirate's Curse,1,0K,Rising Star Games,E10+,86,8.5,2015
0,0,Namco Bandai Games,0K,Action,40000,0K,0K,Yowamushi Pedal,1,0K,Namco Bandai Games,E,0,0,2015
11,7.4,SystemSoft,0K,Strategy,40000,0K,0K,Dai Senryaku VII: Modern Military Tactics,1,0K,Kool Kizz,E,6,8.8,2003
0,0,Aqua Plus,0K,Adventure,60000,0K,0K,White Album 2: Shiawase no Mukougawa,1,0K,Aqua Plus,T,0,0,2012
0,0,Popcorn Arcade,0K,Racing,40000,0K,0K,Monster Trux Arenas: Special Edition,1,0K,Popcorn Arcade,RP,0,0,2007
0,0,Banpresto,0K,Platform,40000,0K,0K,Go Go Ackman 3,1,0K,Banpresto,RP,0,0,1995
9,6.7,Alfa System,0K,Shooter,40000,0K,0K,Castle of Shikigami III,1,0K,PQube,T,9,7.6,2007
7,7.5,Monte Cristo Multimedia,0K,Simulation,40000,0K,0K,City Life: World Edition,1,0K,Monte Christo Multimedia,E,9,8.2,2007
0,0,SNK Playmore,0K,Fighting,40000,0K,0K,The King of Fighters Kyo,1,0K,SNK Playmore,T,0,0,1998
0,0,Compile Heart,0K,Role-Playing,40000,0K,0K,Record of Agarest War: Marriage,1,0K,Compile Heart,T,0,0,2012
0,0,MTO,0K,Action,40000,0K,0K,San-X Land: Theme Park de Asobou!,1,0K,MTO,E,0,0,2006
23,6.7,5pb,0K,Adventure,40000,0K,0K,Corpse Party: Book of Shadows,1,0K,5pb,M,50,8.2,2011
0,0,Aqua Plus,0K,Misc,40000,0K,0K,Starry ? Sky: After Spring,1,0K,Aqua Plus,T,0,0,2009
0,0,Konami Digital Entertainment,0K,Adventure,40000,0K,0K,Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic,1,0K,Konami Digital Entertainment,RP,0,0,2006
0,0,D3Publisher,0K,Platform,40000,0K,0K,Mechanic Escape,1,0K,D3Publisher,T,0,0,2012
5,6.9,"Targem Games, TopWare Interactive",0K,Misc,100000,0K,0K,Battle vs. Chess,1,0K,TopWare Interactive,T,12,5.9,2006
0,0,Takara Tomy,0K,Action,40000,0K,0K,Naruto Shippuden: Dairansen! Kage Bunshin Emaki,1,0K,Takara Tomy,T,0,0,2008
33,6,G.Rev,0K,Fighting,40000,0K,0K,WarTech: Senko no Ronde,1,0K,Ubisoft,T,7,6.1,2006
0,0,Spike,0K,Adventure,40000,0K,0K,Twilight Syndrome: Kinjiratera Toshi Densetsu,1,0K,Spike,T,0,0,2008
0,0,Enterbrain,0K,Simulation,40000,0K,0K,True Love Story 3,1,0K,Enterbrain,T,0,0,2001
0,0,Tommo,0K,Sports,40000,0K,0K,Jerry Rice and Nitus' Dog Football,1,0K,Tommo,RP,0,0,2011
0,0,Infogrames,0K,Action,40000,0K,0K,The Smurfs,1,0K,Infogrames,E,0,0,1998
9,8.6,1C: Maddox Games,0K,Simulation,40000,0K,0K,IL-2 Sturmovik: 1946,1,0K,Ubisoft,T,115,8.8,2006
0,0,Sega,0K,Adventure,40000,0K,0K,Blood Will Tell: Tezuka Osamu's Dororo,1,0K,Sega,T,0,0,2004
42,4.65,Opus,0K,Action,60000,0K,0K,Red Ninja: End of Honor,1,0K,Vivendi Games,M,12,4.5,2005
23,7.8,Pyro Studios,0K,Strategy,40000,0K,0K,Praetorians,1,0K,Eidos Interactive,T,38,8.2,2003
0,0,Unknown,0K,Misc,40000,0K,0K,Kids Learn Music A+ Edition,1,0K,Unknown,RP,0,0,2011
30,6.8,"Namco Bandai Games America, Namco Bandai Games",0K,Sports,40000,0K,0K,Smash Court Tennis 3,1,0K,Namco Bandai Games,E,4,6.3,2007
0,0,Idea Factory,0K,Adventure,40000,0K,0K,Kanuchi: Shiroki Tsubasa no Shou,1,0K,Idea Factory,T,0,0,2008
0,0,Marvelous Interactive,0K,Fighting,40000,0K,0K,Katekyoo Hitman Reborn! Battle Arena,1,0K,Marvelous Interactive,RP,0,0,2008
4,4.3,Hellbent Games,0K,Action,40000,0K,0K,LEGO Friends,1,0K,Warner Bros. Interactive Entertainment,E,4,8.3,2013
0,0,Namco Bandai Games,0K,Fighting,40000,0K,0K,Saint Seiya: The Hades,1,0K,Namco Bandai Games,E,0,0,2006
0,0,Alchemist,0K,Adventure,40000,0K,0K,Saki Portable,1,0K,Alchemist,RP,0,0,2010
0,0,Takara Tomy,0K,Action,40000,0K,0K,Naruto Shippuuden: Shinobi Retsuden III,1,0K,Takara Tomy,T,0,0,2009
0,0,ArenaNet,0K,Role-Playing,40000,0K,0K,Guild Wars Trilogy,1,0K,NCSoft,T,8,8.8,2005
16,4.2,EKO Software,0K,Action,40000,0K,0K,SPRay,1,0K,Tecmo Koei,E10+,6,4.5,2008
45,6.6,Hypnotix,0K,Sports,40000,0K,0K,Outlaw Tennis,1,0K,Global Star,M,6,7.7,2005
0,0,Namco Bandai Games,0K,Simulation,40000,0K,0K,Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD,1,0K,Namco Bandai Games,E,0,0,2013
0,0,Microsoft Game Studios,0K,Sports,40000,0K,0K,Nike+ Kinect Training,1,0K,Microsoft Game Studios,E,0,0,2012
0,0,TDK Mediactive,0K,Action,40000,0K,0K,No Rules: Get Phat,1,0K,TDK Mediactive,T,0,0,2001
0,0,Popcorn Arcade,0K,Shooter,40000,0K,0K,Battle Rage,1,0K,Popcorn Arcade,RP,0,0,2008
8,3.8,Panic Button,0K,Shooter,40000,0K,0K,Attack of the Movies 3D,1,0K,Majesco Entertainment,T,10,1.7,2010
0,0,ChunSoft,0K,Action,40000,0K,0K,Zombi Daisuki,1,0K,ChunSoft,E,0,0,2011
0,0,FuRyu,0K,Action,40000,0K,0K,Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,1,0K,FuRyu,T,0,0,2014
0,0,Marvelous Interactive,0K,Adventure,40000,0K,0K,"Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu",1,0K,Marvelous Interactive,RP,0,0,2006
7,7.4,Konami,0K,Simulation,40000,0K,0K,Dance Dance Revolution Disney Mix,1,0K,Konami Digital Entertainment,E,13,8.3,2000
0,0,Midas Interactive Entertainment,0K,Action,40000,0K,0K,Maken Shao: Demon Sword,1,0K,Midas Interactive Entertainment,RP,0,0,2001
0,0,Namco Bandai Games,0K,Fighting,40000,0K,0K,Super Robot Taisen OG Infinite Battle,1,0K,Namco Bandai Games,E,0,0,2013
0,0,Konami Digital Entertainment,0K,Simulation,40000,0K,0K,BeatMania IIDX 16: Empress + Premium Best,1,0K,Konami Digital Entertainment,RP,0,0,2009
0,0,Electronic Arts,0K,Sports,40000,0K,0K,FIFA Soccer 2003 (weekly jp sales),1,0K,Electronic Arts,E,0,0,2002
0,0,3DO,0K,Sports,40000,0K,0K,High Heat Baseball 2002,1,0K,3DO,T,0,0,2001
33,7,"Examu, Marvelous Inc.",0K,Fighting,40000,0K,0K,Nitroplus Blasterz: Heroines Infinite Duel,1,0K,Marvelous Interactive,T,28,6.9,2015
9,6.8,Sonic Team,0K,Puzzle,40000,0K,0K,Puyo Pop Fever,1,0K,Ignition Entertainment,E,0,0,2004
0,0,Nintendo,0K,Misc,40000,0K,0K,Hana to Ikimo no Rittai Zukan,1,0K,Nintendo,E,0,0,2011
22,6.1,Eighting/Raizing,0K,Fighting,40000,0K,0K,Bloody Roar Extreme,1,0K,Hudson Soft,T,9,8.6,2003
7,5.8,Gaslamp Games,0K,Strategy,40000,0K,0K,Clockwork Empires,1,0K,Unknown,RP,5,3.8,2006
30,7.5,Vicious Cycle,0K,Action,40000,0K,0K,Dead Head Fred,1,0K,D3Publisher,M,23,7.3,2007
0,0,Sega,0K,Misc,40000,0K,0K,Jissen Pachislot Hisshouhou! Hokuto no Ken DS,1,0K,Sega,T,0,0,2005
0,0,Gust,0K,Role-Playing,40000,0K,0K,Lise no Atelier: Ordre no Renkinjutsushi,1,0K,Gust,T,0,0,2007
0,0,Data Design Interactive,0K,Platform,40000,0K,0K,Myth Makers: Trixie in Toyland,1,0K,Popcorn Arcade,E,5,0.2,2008
0,0,Idea Factory,0K,Adventure,40000,0K,0K,Amnesia,1,0K,Idea Factory,T,0,0,2011
0,0,Nintendo,0K,Misc,40000,0K,0K,Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,1,0K,Nintendo,E,0,0,2006
0,0,Namco Bandai Games,0K,Action,40000,0K,0K,Great Battle Full Blast,1,0K,Namco Bandai Games,E,0,0,2012
0,0,Namco Bandai Games,0K,Action,40000,0K,0K,Doki Doki! PreCure Narikiri Life!,1,0K,Namco Bandai Games,E,0,0,2013
4,4.6,Ubisoft Osaka,0K,Action,40000,0K,0K,Gravity Falls: Legend of the Gnome Gemulets,1,0K,Ubisoft,E,10,5.8,2015
0,0,Rocket Company,0K,Simulation,40000,0K,0K,Watashi no Relaxuma,1,0K,Rocket Company,RP,0,0,2007
0,0,Nippon Ichi Software,0K,Role-Playing,40000,0K,0K,Phantom Kingdom Portable,1,0K,Nippon Ichi Software,T,0,0,2011
0,0,Spike,0K,Action,40000,0K,0K,Way of the Samurai 2 Portable,1,0K,Spike,T,0,0,2009
0,0,Oxygen Interactive,0K,Puzzle,40000,0K,0K,Challenge Me: Maths Workout,1,0K,Oxygen Interactive,E10+,0,0,2009
0,0,Namco Bandai Games,0K,Misc,40000,0K,0K,Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,1,0K,Namco Bandai Games,E,0,0,2008
0,0,Tecmo Koei,0K,Misc,40000,0K,0K,Unison: Rebels of Rhythm & Dance,1,0K,Tecmo Koei,RP,0,0,2000
0,0,Konami Digital Entertainment,0K,Sports,40000,0K,0K,Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,1,0K,Konami Digital Entertainment,RP,0,0,2007
0,0,Sony Computer Entertainment,0K,Puzzle,40000,0K,0K,WTF: Work Time Fun,1,0K,Sony Computer Entertainment,RP,0,0,2005
6,9.2,Maxis,0K,Simulation,40000,0K,0K,The Sims Deluxe,1,0K,Electronic Arts,T,77,8.2,2002
0,0,Enix Corporation,0K,Role-Playing,40000,0K,0K,Dark Half,1,0K,Enix Corporation,RP,0,0,1996
0,0,Neko Entertainment,0K,Misc,40000,0K,0K,Horses 3D,1,0K,Ubisoft,E,4,6.3,2012
0,0,D3Publisher,0K,Action,40000,0K,0K,Bullet Girls 2,1,0K,D3Publisher,T,0,0,2016
5,3.7,"Pipeworks Software, Inc.",0K,Fighting,40000,0K,0K,Deadliest Warrior: Ancient Combat,1,0K,Cloud Imperium Games Corporation,M,4,6.3,2012
0,0,JoWood Productions,0K,Puzzle,40000,0K,0K,Zoo Quest: Puzzle Fun!,1,0K,JoWood Productions,RP,0,0,2008
0,0,Take-Two Interactive,0K,Strategy,40000,0K,0K,Civilization Beyond Earth: Rising Tide,1,0K,Take-Two Interactive,E10+,0,0,2015
0,0,Konami Digital Entertainment,0K,Simulation,40000,0K,0K,Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen,1,0K,Konami Digital Entertainment,RP,0,0,2008
0,0,Kadokawa Shoten,0K,Adventure,40000,0K,0K,Shukufuku no Campanella Portable,1,0K,Kadokawa Shoten,RP,0,0,2010
10,7,Snap Dragon Games,0K,Platform,40000,0K,0K,The Kore Gang,1,0K,Flashpoint Games,E10+,7,8.6,2010
0,0,Deep Silver,0K,Shooter,40000,0K,0K,Duke Nukem Trilogy: Critical Mass,1,0K,Deep Silver,M,0,0,2011
0,0,5pb,0K,Adventure,70000,0K,0K,Chaos;Head - Love Chu*Chu!,1,0K,5pb,M,0,0,2011
4,6.4,Wicked Witch Software,0K,Sports,50000,0K,0K,Rugby Challenge 3,1,0K,Alternative Software,E,17,6.7,2016
20,7.5,Ascaron Entertainment GmbH,0K,Strategy,40000,0K,0K,Port Royale 2,1,0K,Ascaron Entertainment GmbH,T,40,7.7,2004
42,7,Relic,0K,Strategy,40000,0K,0K,Company of Heroes: Tales of Valor,1,0K,THQ,M,204,7.2,2009
0,0,CyberFront,0K,Adventure,40000,0K,0K,12Riven: The Psi-Climinal of Integral,1,0K,CyberFront,RP,0,0,2008
0,0,Namco Bandai Games,0K,Role-Playing,40000,0K,0K,Battle Spirits: Digital Starter,1,0K,Namco Bandai Games,E,0,0,2010
9,5.9,3DO,0K,Shooter,40000,0K,0K,WarJetz,1,0K,3DO,T,4,5.5,2001
0,0,Konami Digital Entertainment,0K,Sports,40000,0K,0K,Breeding Stud 2,1,0K,Konami Digital Entertainment,RP,0,0,1998
0,0,Genki,0K,Sports,40000,0K,0K,Banushi Life Game: Winner's Circle,1,0K,Genki,T,0,0,2007
57,7.8,Paradox Development Studio,0K,Strategy,40000,0K,0K,Stellaris,1,0K,Paradox Interactive,E10+,569,8,2016
0,0,Idea Factory,0K,Adventure,40000,0K,0K,Gakuen Hetalia Portable,1,0K,Idea Factory,T,0,0,2011
0,0,Namco Bandai Games,0K,Puzzle,40000,0K,0K,Chibi Maruko-Chan DS: Maru-Chan no Machi,1,0K,Namco Bandai Games,E,0,0,2009
0,0,DTP Entertainment,0K,Sports,40000,0K,0K,Riding Stables: The Whitakers present Milton and Friends,1,0K,DTP Entertainment,T,0,0,2011
0,0,THQ,0K,Simulation,40000,0K,0K,Paws & Claws: Regal Resort,1,0K,THQ,T,0,0,2010
0,0,Psygnosis,0K,Shooter,40000,0K,0K,Novastorm,1,0K,Psygnosis,E,0,0,1995
41,7.7,Nival Interactive,0K,Strategy,40000,0K,0K,Heroes of Might and Magic V,1,0K,Ubisoft,T,349,7.9,2006
0,0,GT Interactive,0K,Sports,40000,0K,0K,Dead Ball Zone,1,0K,GT Interactive,RP,0,0,1998
0,0,Tecmo Koei,0K,Sports,40000,0K,0K,Winning Post World 2010,1,0K,Tecmo Koei,RP,0,0,2010
0,0,Konami Digital Entertainment,0K,Sports,40000,0K,0K,NBA In The Zone '99,1,0K,Konami Digital Entertainment,RP,0,0,1998
0,0,Namco Bandai Games,0K,Action,40000,0K,0K,Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,1,0K,Namco Bandai Games,E,0,0,2010
0,0,Societa,0K,Adventure,40000,0K,0K,Haunted Casino,1,0K,Societa,RP,0,0,1996
22,7.8,Kojima Productions,0K,Misc,40000,0K,0K,Metal Gear Solid: Digital Graphic Novel,1,0K,Konami Digital Entertainment,M,21,7.2,2006
0,0,Konami Digital Entertainment,0K,Action,40000,0K,0K,Ou to Maou to 7-nin no Himegimitachi: Shin Ousama Monogatari,1,0K,Konami Digital Entertainment,RP,0,0,2012
46,6.75,Terminal Reality,0K,Action,50000,0K,0K,Aeon Flux,1,0K,THQ,T,13,4.4,2005
0,0,Take-Two Interactive,0K,Sports,40000,0K,0K,MLB 2K12 / NBA 2K12 Combo Pack,1,0K,Take-Two Interactive,E10+,0,0,2012
25,8.4,Ensemble Studios,0K,Strategy,40000,0K,0K,Age of Mythology: The Titans,1,0K,Microsoft Game Studios,T,119,8.7,2003
0,0,Idea Factory,0K,Adventure,40000,0K,0K,S.Y.K Renshouden Portable,1,0K,Idea Factory,T,0,0,2011
37,6.8,5pb,0K,Adventure,60000,0K,0K,Psycho-Pass: Mandatory Happiness,1,0K,Nippon Ichi Software,T,29,7.8,2016
0,0,Data East,0K,Role-Playing,40000,0K,0K,Metal Max Returns,1,0K,Data East,RP,0,0,1995
17,6.6,PopTop Software,0K,Strategy,40000,0K,0K,Shattered Union,1,0K,Take-Two Interactive,T,7,6.9,2005
0,0,Idea Factory,0K,Action,40000,0K,0K,Hanaoni: Yume no Tsudzuki,1,0K,Idea Factory,T,0,0,2012
0,0,Happinet,0K,Adventure,40000,0K,0K,Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,1,0K,Happinet,RP,0,0,2014
36,8.7,Relic,0K,Strategy,40000,0K,0K,Company of Heroes: Opposing Fronts,1,0K,THQ,M,235,8.6,2007
0,0,Alchemist,0K,Shooter,40000,0K,0K,Gal*Gun,1,0K,Alchemist,RP,0,0,2011
0,0,Electronic Arts,0K,Strategy,40000,0K,0K,Black & White,1,0K,Electronic Arts,E,0,0,2001
0,0,Konami Digital Entertainment,0K,Action,40000,0K,0K,Ookami Kakushi,1,0K,Konami Digital Entertainment,RP,0,0,2009
0,0,Namco Bandai Games,0K,Adventure,40000,0K,0K,Haikyu!! Cross Team Match!,1,0K,Namco Bandai Games,E,0,0,2016
0,0,Unknown,0K,Sports,40000,0K,0K,North American Hunting Extravaganza 2,1,0K,Unknown,RP,0,0,2010
0,0,Banpresto,0K,Racing,40000,0K,0K,Zen-Nippon GT Senshuken,1,0K,Banpresto,RP,0,0,1995
0,0,Ubisoft,0K,Racing,40000,0K,0K,Monaco Grand Prix,1,0K,Ubisoft,E10+,0,0,1999
0,0,Imagineer,0K,Racing,40000,0K,0K,Rally Challenge 2000,1,0K,Imagineer,E,0,0,1999
0,0,Infogrames,0K,Platform,40000,0K,0K,Looney Tunes Duck Dodgers Starring: Daffy Duck,1,0K,Infogrames,E,0,0,2000
0,0,Namco Bandai Games,0K,Strategy,40000,0K,0K,PD Ultraman Battle Collection 64,1,0K,Namco Bandai Games,E,0,0,1999
0,0,Konami Digital Entertainment,0K,Fighting,40000,0K,0K,Deadly Arts,1,0K,Konami Digital Entertainment,RP,0,0,1998
5,4.7,Mistic Software,0K,Platform,40000,0K,0K,Superman: Countdown to Apokolips,1,0K,Atari,E,6,5.7,2003
0,0,Ackkstudios,0K,Action,40000,0K,0K,Sengoku Musou 3 Z Special,1,0K,Ackkstudios,RP,0,0,2012
0,0,Takara,0K,Action,40000,0K,0K,Kikou Heidan J-Phoenix 2,1,0K,Takara,E,0,0,2003
0,0,Monkey Bar Games,0K,Racing,40000,0K,0K,Ben 10 Galactic Racing,1,0K,D3Publisher,E,8,3.8,2012
0,0,Tecmo Koei,0K,Role-Playing,40000,0K,0K,Harukanaru Toki no Naka de 5,1,0K,Tecmo Koei,RP,0,0,2011
27,6.9,Team 17,0K,Strategy,40000,0K,0K,Worms 4: Mayhem,1,0K,Codemasters,T,6,9.2,2005
30,8.9,Big Huge Games,0K,Strategy,40000,0K,0K,Rise of Nations,1,0K,Microsoft Game Studios,T,274,9,2003
0,0,Namco Bandai Games,0K,Shooter,40000,0K,0K,Point Blank 2,1,0K,Namco Bandai Games,E,0,0,1998
0,0,Sony Computer Entertainment,0K,Role-Playing,40000,0K,0K,Saru! Get You! Pipo Saru Senki,1,0K,Sony Computer Entertainment,RP,0,0,2009
19,6.8,Best Way,0K,Strategy,40000,0K,0K,Men of War: Vietnam,1,0K,Unknown,T,35,4.9,2011
0,0,Sega,0K,Sports,40000,0K,0K,J.League Pro Soccer Club o Tsukurou! 8 Euro Plus,1,0K,Sega,T,0,0,2013
28,6.9,Pyro Studios,0K,Strategy,40000,0K,0K,Imperial Glory,1,0K,Eidos Interactive,T,73,8.4,2005
0,0,Sega,0K,Adventure,40000,0K,0K,Imabikisou,1,0K,Sega,T,0,0,2007
0,0,Idea Factory,0K,Adventure,40000,0K,0K,Hakuouki: Reimeiroku Portable,1,0K,Idea Factory,T,0,0,2011
0,0,Sega,0K,Shooter,40000,0K,0K,Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection,1,0K,Sega,T,0,0,2008
9,3.3,Empire Interactive,0K,Racing,60000,0K,0K,Antz Extreme Racing,1,0K,Empire Interactive,E,18,6.85,2002
0,0,IE Institute,0K,Misc,40000,0K,0K,Motto TOEIC Test DS Training,1,0K,IE Institute,RP,0,0,2008
0,0,Namco Bandai Games,0K,Adventure,40000,0K,0K,Super Robot Gakuen,1,0K,Namco Bandai Games,E,0,0,2009
0,0,Tecmo Koei,0K,Role-Playing,40000,0K,0K,Atelier Iris 3: Grand Phantasm (JP Sales),1,0K,Tecmo Koei,RP,0,0,2006
0,0,Ubisoft,0K,Simulation,40000,0K,0K,Jojo's Fashion Show: Design in a Dash!,1,0K,Ubisoft,E10+,0,0,2009
0,0,Take-Two Interactive,0K,Action,40000,0K,0K,Go Diego Go!: Safari Rescue,1,0K,Take-Two Interactive,E10+,0,0,2008
22,6.7,SNK Playmore,0K,Shooter,40000,0K,0K,Metal Slug XX,1,0K,DHM Interactive,T,9,6.1,2009
0,0,Interchannel,0K,Adventure,140000,0K,0K,Clannad,1,0K,Interchannel,E,0,0,2006
18,6.6,Gaming Minds Studios,0K,Strategy,40000,0K,0K,Patrician IV,1,0K,Kalypso Media,E,34,6.4,2010
0,0,Marvelous Interactive,0K,Fighting,40000,0K,0K,Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst,1,0K,Marvelous Interactive,RP,0,0,2009
7,6.7,Konami,0K,Sports,40000,0K,0K,Fisherman's Challenge,1,0K,Konami Digital Entertainment,E,4,7.5,2003
0,0,Taito,0K,Misc,40000,0K,0K,Akko ni Omakase! Brain Shock,1,0K,Taito,RP,0,0,2006
0,0,SNK Playmore,0K,Fighting,40000,0K,0K,King of Fighters: Maximum Impact Regulation A,1,0K,SNK Playmore,T,0,0,2007
0,0,Compile Heart,0K,Adventure,40000,0K,0K,Date A Live: Rine Utopia,1,0K,Compile Heart,T,0,0,2013
0,0,Kadokawa Shoten,0K,Adventure,40000,0K,0K,Durarara!! 3way Standoff: Alley,1,0K,Kadokawa Shoten,RP,0,0,2011
0,0,Nintendo,0K,Puzzle,40000,0K,0K,Famicom Mini: Clu Clu Land,1,0K,Nintendo,E,0,0,2004
0,0,Flight-Plan,0K,Strategy,40000,0K,0K,Sacred Blaze,1,0K,Flight-Plan,E10+,0,0,2009
0,0,Nordic Games,0K,Shooter,60000,0K,0K,Painkiller: Hell & Damnation,1,0K,Nordic Games,RP,0,0,2013
0,0,Namco Bandai Games,0K,Misc,40000,0K,0K,Haneru no Tobira DS: Tanshuku Tetsudou no Yoru,1,0K,Namco Bandai Games,E,0,0,2007
11,6.8,Iridon Interactive AB,0K,Misc,40000,0K,0K,Pure Pinball,1,0K,XS Games,E,6,8.5,2004
0,0,Hect,0K,Simulation,40000,0K,0K,Thoroughbred Breeder II Plus,1,0K,Hect,RP,0,0,1995
0,0,Idea Factory,0K,Adventure,40000,0K,0K,Hanaoni: Koisomeru Koku - Eikyuu no Shirushi,1,0K,Idea Factory,T,0,0,2011
0,0,Konami Digital Entertainment,0K,Adventure,40000,0K,0K,Zac to Ombra: Maboroshi no Yuuenchi,1,0K,Konami Digital Entertainment,RP,0,0,2010
0,0,Delta Factory,0K,Fighting,40000,0K,0K,Phantom Breaker,1,0K,5pb,T,0,0,2011
